taxonomy_id	taxonomy_name
694427	Paludibacter propionicigenes WB4
30724	Clupea pallasii
700598	Niastella koreensis GR20-10
667015	Bacteroides salanitronis DSM 18170
622637	Methylocystis sp. ATCC 49242
72036	Lepeophtheirus salmonis
104421	Camponotus floridanus
310037	Acaryochloris sp. CCMEE 5410
4897	Schizosaccharomyces japonicus
83485	Linepithema humile
595495	Escherichia coli KO11FL
176946	Python bivittatus
307972	Apostichopus japonicus
198112	Deformed wing virus
11768	Feline leukemia virus
1178	Nostoc commune
517433	Pantoea sp. aB
505693	Chromera velia
114525	Saccharomyces mikatae
4914	Lachancea waltii
27291	Saccharomyces paradoxus
5478	[Candida] glabrata
4959	Debaryomyces hansenii
28985	Kluyveromyces lactis
226302	Lachancea kluyveri NRRL Y-12651
4952	Yarrowia lipolytica
243231	Geobacter sulfurreducens PCA
610380	Harpegnathos saltator
754091	Shigella flexneri CCH060
754087	Escherichia coli STEC_EH250
766146	Shigella flexneri K-218
766147	Shigella flexneri K-227
766148	Shigella flexneri K-272
670903	Escherichia coli TX1999
766145	Shigella flexneri VA-6
766152	Shigella flexneri K-671
749906	gut metagenome
31220	Littorina saxatilis
653045	Streptomyces violaceusniger Tu 4113
583356	Ignisphaera aggregans DSM 17230
697329	Ruminococcus albus 7 = DSM 20455
633147	Olsenella uli DSM 7084
574087	Acetohalobium arabaticum DSM 5501
766153	Shigella flexneri K-1770
766158	Shigella flexneri 2850-71
572478	Vulcanisaeta distributa DSM 14429
679901	Methanosalsum zhilinae DSM 4017
237561	Candida albicans SC5314
768728	Lactobacillus salivarius ACS-116-V-Col5a
784613	Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4
410657	ecological metagenomes
78828	Phalaenopsis equestris
6973	Blattella germanica
693982	Sinorhizobium meliloti AK83
262316	Mycobacterium avium subsp. paratuberculosis K-10
766157	Shigella flexneri 2747-71
766160	Shigella flexneri 4343-70
766159	Shigella flexneri 2930-71
754092	Shigella flexneri SFJ17B
439482	Calothrix rhizosoleniae SC01
610130	[Clostridium] saccharolyticum WM1
7244	Drosophila virilis
9595	Gorilla gorilla gorilla
1769	Mycobacterium leprae
721817	Drosophila melanogaster x Drosophila sechellia
481877	Enterocytozoon bieneusi H348
174621	Wyeomyia smithii
566546	Escherichia coli W
766164	Shigella sonnei 4822-66
766166	Escherichia coli EPEC C342-62
766161	Shigella flexneri 6603-63
6999	Gryllus bimaculatus
50730	Ampelomyces quisqualis
598467	Brenneria sp. EniD312
317513	Parhyale hawaiensis
51631	Nucella lapillus
741705	Coniophora puteana RWD-64-598 SS2
573413	Sediminispirochaeta smaragdinae DSM 11293
600773	Geobacillus sp. C56-T2
706587	Desulfomonile tiedjei DSM 6799
640510	Burkholderia sp. CCGE1001
679926	Methanolacinia petrolearia DSM 11571
644966	Thermaerobacter marianensis DSM 12885
656914	Desulfonispora thiosulfatigenes DSM 11270
700015	Coriobacterium glomerans PW2
643560	Rubrobacter radiotolerans DSM 5868
710696	Intrasporangium calvum DSM 43043
583345	Methylotenera mobilis JLW8
670487	Oceanithermus profundus DSM 14977
563040	Sulfurimonas autotrophica DSM 16294
572546	Archaeoglobus profundus DSM 5631
291251	Meretrix meretrix
580340	Thermovirga lienii DSM 17291
667014	Thermodesulfatator indicus DSM 15286
575540	Isosphaera pallida ATCC 43644
584708	Aminomonas paucivorans DSM 12260
573058	Peptoniphilus asaccharolyticus DSM 20463
572545	Hungateiclostridium thermocellum DSM 2360
371731	Rhodobacter sp. SW2
573062	Thermoanaerobacter sp. X513
573063	Methanocaldococcus infernus ME
555079	Thermosediminibacter oceani DSM 16646
562970	Kyrpidia tusciae DSM 2912
44012	Ferrimonas balearica
40993	Aspergillus carbonarius
860576	delta proteobacterium str. anaconda
550542	Geobacillus sp. Y412MC52
485913	Ktedonobacter racemifer DSM 44963
525904	Thermobaculum terrenum ATCC BAA-798
529919	archaeon enrichment culture clone McrA2
693971	Shewanella baltica OS183
742152	Wolfiporia cocos MD-104 SS10
278959	Opitutaceae bacterium TAV4
867904	Methanomethylovorans hollandica DSM 15978
867845	Chloroflexus sp. Y-396-1
754077	Shigella sonnei str. Moseley
766155	Shigella flexneri 1485-80
766151	Shigella flexneri K-404
766149	Shigella flexneri K-304
869729	Escherichia coli UM146
171917	Heliconius melpomene melpomene
171916	Heliconius melpomene rosina
4120	Ipomoea batatas
1912890	Tritia
180217	Fagopyrum esculentum subsp. ancestrale
269800	Thermobifida fusca YX
62330	Fagopyrum tataricum
180561	Scabiosa columbaria
670896	Escherichia coli EPECa12
869673	Escherichia coli H30
686659	Cutibacterium acnes SK187
679195	Cutibacterium acnes J165
866779	Finegoldia magna SY403409CC001050417
767029	Pseudopropionibacterium propionicum F0230a
767031	Prevotella denticola F0289
767100	Parvimonas sp. oral taxon 110 str. F0139
768724	Peptoniphilus sp. oral taxon 836 str. F0141
869675	Escherichia coli 1.2264
768726	Streptococcus mitis bv. 2 str. F0392
869676	Escherichia coli 97.0264
869677	Escherichia coli 96.0497
869679	Escherichia coli 3.2608
869680	Escherichia coli 93.0624
869681	Escherichia coli 4.0522
869682	Escherichia coli JB1-95
869686	Escherichia coli 9.0111
869687	Escherichia coli 4.0967
869691	Escherichia coli 3.2303
869692	Escherichia coli 3003
157910	Paraburkholderia tuberum
742730	Citrobacter freundii 4_7_47CFAA
119857	Francisella tularensis subsp. holarctica
121845	Diaphorina citri
28384	other sequences
1009464	Gardnerella vaginalis HMP9231
866773	Finegoldia magna BVS033A4
866778	Veillonella atypica ACS-134-V-Col7a
866770	Mobiluncus mulieris FB024-16
866771	Prevotella disiens FB035-09AN
768713	Finegoldia magna ACS-171-V-Col3
866774	Atopobium vaginae PB189-T1-4
401053	Terriglobus saanensis SP1PR4
866775	Aerococcus urinae ACS-120-V-Col10a
866776	Veillonella atypica ACS-049-V-Sch6
866777	Bifidobacterium breve ACS-071-V-Sch8b
647113	Methanothermococcus okinawensis IH1
10224	Saccoglossus kowalevskii
7757	Petromyzon marinus
3750	Malus domestica
143453	Pseudoperonospora cubensis
75702	Populus euphratica
768670	Calditerrivibrio nitroreducens DSM 19672
694429	Pyrolobus fumarii 1A
3329	Picea abies
1069680	Pneumocystis murina B123
1125704	Cellulosilyticum lentocellum CC70A
1073356	Clostridium cadaveris CC44_001G
1125703	Terrisporobacter glycolicus CC88H
520450	Brucella abortus bv. 2 str. 86/8/59
520451	Brucella abortus bv. 3 str. Tulya
520452	Brucella abortus bv. 4 str. 292
520453	Brucella abortus bv. 5 str. B3196
520464	Brucella melitensis bv. 1 str. Rev.1
520455	Brucella abortus bv. 9 str. C68
520466	Brucella melitensis bv. 3 str. Ether
520457	Brucella ceti B1/94
520456	Brucella neotomae 5K33
465543	Streptomyces sp. SPB074
457429	Streptomyces pristinaespiralis ATCC 25486
520461	Brucella pinnipedialis B2/94
851	Fusobacterium nucleatum
520487	Brucella suis bv. 3 str. 686
457430	Streptomyces filamentosus NRRL 11379
457428	Streptomyces lividans TK24
565636	Enterococcus faecalis T1
565637	Enterococcus faecalis T2
565638	Enterococcus faecalis T3
565639	Enterococcus faecalis T8
565640	Enterococcus faecalis T11
565641	Enterococcus faecalis X98
565644	Enterococcus faecalis CH188
565645	Enterococcus faecalis Merz96
565646	Enterococcus faecalis HIP11704
565647	Enterococcus faecalis E1Sol
565648	Enterococcus faecalis JH1
565649	Enterococcus faecalis Fly1
565650	Enterococcus faecalis D6
565662	Enterococcus faecium Com12
565663	Enterococcus faecium Com15
565664	Enterococcus faecium C68
546269	Filifactor alocis ATCC 35896
224914	Brucella melitensis bv. 1 str. 16M
575585	Acinetobacter calcoaceticus RUH2202
575588	Acinetobacter lwoffii SH145
575586	Acinetobacter johnsonii SH046
575587	Acinetobacter junii SH205
1394139	Bacteroidales bacterium ORNL_2OR_SD_356
575594	Lactobacillus coleohominis 101-4-CHN
575612	Prevotella melaninogenica D18
520489	Brucella suis bv. 5 str. 513
520448	Brucella sp. NVSL 07-0026
575597	Lactobacillus crispatus MV-3A-US
520449	Brucella sp. 83/13
78331	Mycobacterium canettii
398513	Bifidobacterium bifidum NCIMB 41171
457396	Clostridium sp. 7_2_43FAA
457392	Bacteroides sp. 3_2_5
1073368	[Clostridium] bolteae CC43_001B
457394	Bacteroides sp. 4_3_47FAA
556269	Oxalobacter formigenes OXCC13
457395	Bacteroides sp. 9_1_42FAA
556267	Helicobacter winghamensis ATCC BAA-430
1639133	Citrobacter portucalensis
457400	Escherichia sp. 1_1_43
556268	Oxalobacter formigenes HOxBLS
100884	Coprobacillus cateniformis
469621	Fusobacterium periodonticum 1_1_41FAA
457388	Parabacteroides sp. 2_1_7
556258	Bacteroides sp. D1
469616	Fusobacterium mortiferum ATCC 9817
556261	Clostridium sp. D5
556263	Fusobacterium necrophorum D12
457401	Escherichia sp. 4_1_40B
469599	Fusobacterium periodonticum 2_1_31
556259	Bacteroides sp. D2
469618	Fusobacterium varium ATCC 27725
469617	Fusobacterium ulcerans ATCC 49185
564664	Erysipelotrichaceae bacterium D7
469607	Fusobacterium nucleatum subsp. animalis 4_8
457405	Fusobacterium nucleatum subsp. animalis 7_1
469605	Fusobacterium gonidiaformans 3-1-5R
469601	Fusobacterium nucleatum subsp. animalis 21_1A
469590	Bacteroides sp. 2_2_4
469615	Fusobacterium gonidiaformans ATCC 25563
457424	Bacteroides fragilis 3_1_12
469606	Fusobacterium nucleatum subsp. vincentii 4_1_13
469610	Burkholderiales bacterium 1_1_47
693988	Bilophila sp. 4_1_30
563194	Pediococcus acidilactici 7_4
457416	Veillonella sp. 3_1_44
450749	Veillonella sp. 6_1_27
552396	Erysipelotrichaceae bacterium 5_2_54FAA
469609	Streptococcus sp. 2_1_36FAA
187327	Acidaminococcus intestini
457403	Fusobacterium nucleatum subsp. animalis 11_3_2
457398	Desulfovibrio sp. 3_1_syn3
563193	Parabacteroides sp. D13
469613	Enterobacteriaceae bacterium 9_2_54FAA
563192	Bilophila wadsworthia 3_1_6
572503	Lactobacillus johnsonii 135-1-CHN
552398	Ruminococcaceae bacterium D16
457387	Bacteroides sp. 1_1_30
469603	Fusobacterium nucleatum subsp. animalis 3_1_33
244366	Klebsiella variicola
216816	Bifidobacterium longum
575603	Lactobacillus gasseri SJ-9E-US
575604	Lactobacillus gasseri SV-16A-US
575596	Lactobacillus crispatus MV-1A-US
575598	Lactobacillus crispatus SJ-3C-US
575595	Lactobacillus crispatus 125-2-CHN
469588	Bacteroides sp. 2_1_22
817	Bacteroides fragilis
469589	Bacteroides sp. 2_1_33B
585543	Bacteroides sp. D20
469604	Fusobacterium nucleatum subsp. vincentii 3_1_36A2
457391	Bacteroides sp. 3_1_33FAA
469592	Bacteroides sp. 3_1_19
469602	Fusobacterium nucleatum subsp. vincentii 3_1_27
585544	Bacteroides sp. D22
457422	Erysipelotrichaceae bacterium 2_2_44A
553598	Staphylococcus aureus A9788
553594	Staphylococcus aureus A9765
553567	Staphylococcus aureus A5948
553571	Staphylococcus aureus A6300
553574	Staphylococcus aureus A8117
553583	Staphylococcus aureus A9635
553601	Staphylococcus aureus A10102
553580	Staphylococcus aureus A8819
553604	Staphylococcus aureus A10136
553602	Staphylococcus aureus A10103
553566	Staphylococcus aureus A5940
553572	Staphylococcus aureus A6658
553586	Staphylococcus aureus A9638
553575	Staphylococcus aureus A8118
553576	Staphylococcus aureus A8392
553569	Staphylococcus aureus A6226
553595	Staphylococcus aureus A9766
553589	Staphylococcus aureus A9744
553597	Staphylococcus aureus A9784
553587	Staphylococcus aureus A9639
553585	Staphylococcus aureus A9637
553570	Staphylococcus aureus A6298
553599	Staphylococcus aureus A9792
553603	Staphylococcus aureus A10135
553584	Staphylococcus aureus A9636
553600	Staphylococcus aureus A9798
553609	Staphylococcus aureus A10155
553608	Staphylococcus aureus A10154
553565	Staphylococcus aureus A5937
553577	Staphylococcus aureus A8796
553568	Staphylococcus aureus A6224
553588	Staphylococcus aureus A9719
553590	Staphylococcus aureus A9754
553596	Staphylococcus aureus A9781
553581	Staphylococcus aureus A9299
553582	Staphylococcus aureus A9305
553593	Staphylococcus aureus A9764
553578	Staphylococcus aureus A8799
553579	Staphylococcus aureus A8817
553591	Staphylococcus aureus A9757
553573	Staphylococcus aureus A8115
553592	Staphylococcus aureus A9763
7209	Loa loa
6282	Onchocerca volvulus
6293	Wuchereria bancrofti
559301	Lactobacillus gasseri MV-22
563032	Rothia dentocariosa M567
563031	Prevotella sp. C561
641147	Simonsiella muelleri ATCC 29453
641143	Capnocytophaga granulosa ATCC 51502
641146	Scardovia inopinata F0304
641144	Parascardovia denticolens F0305
440497	Lactobacillus jensenii 1153
553605	Staphylococcus aureus A10151
553606	Staphylococcus aureus A10152
553610	Staphylococcus aureus A10156
553607	Staphylococcus aureus A10153
465541	Streptomyces sp. Mg1
467200	Streptomyces griseoflavus Tu4000
463191	Streptomyces sviceus ATCC 29083
457427	Streptomyces himastatinicus ATCC 53653
253839	Streptomyces sp. C
645465	Streptomyces sp. e14
591157	Streptomyces sp. SPB78
457431	Streptomyces filamentosus NRRL 15998
457425	Streptomyces albus J1074
575591	Brucella abortus NCTC 8038
440496	Lactobacillus crispatus CTV-05
585143	Staphylococcus aureus subsp. aureus 55/2053
585153	Staphylococcus aureus subsp. aureus E1410
585146	Staphylococcus aureus subsp. aureus 68-397
585145	Staphylococcus aureus subsp. aureus 65-1322
585158	Staphylococcus aureus subsp. aureus M876
585160	Staphylococcus aureus subsp. aureus WBG10049
585144	Staphylococcus aureus subsp. aureus 58-424
585148	Staphylococcus aureus subsp. aureus Btn1260
585147	Staphylococcus aureus subsp. aureus A017934/97
585150	Staphylococcus aureus subsp. aureus C160
585157	Staphylococcus aureus subsp. aureus M809
585159	Staphylococcus aureus subsp. aureus M899
585151	Staphylococcus aureus subsp. aureus C427
585149	Staphylococcus aureus subsp. aureus C101
585154	Staphylococcus aureus subsp. aureus EMRSA16
585156	Staphylococcus aureus subsp. aureus M1015
585155	Staphylococcus aureus subsp. aureus H19
585152	Staphylococcus aureus subsp. aureus D139
585161	Staphylococcus aureus subsp. aureus WW2703/97
83332	Mycobacterium tuberculosis H37Rv
403677	Phytophthora infestans T30-4
31651	Hepatitis C virus subtype 2c
693427	Hepatitis C virus subtype 4r
1094899	Hepatitis C virus subtype 4g
33745	Hepatitis C virus genotype 4
356466	Hepatitis C virus subtype 2k
42791	Hepatitis C virus subtype 3b
1094895	Hepatitis C virus subtype 3i
1094898	Hepatitis C virus subtype 4L
1094900	Hepatitis C virus subtype 4m
44021	Hepatitis C virus subtype 2f
1094901	Hepatitis C virus subtype 2m
693426	Hepatitis C virus subtype 4n
745709	Hepatitis C virus subtype 4o
44019	Hepatitis C virus subtype 1e
383379	Toxoplasma gondii RH
1394140	Bacteroidetes bacterium ORNL_1UT_ORNL_28
575589	Acinetobacter radioresistens SH164
575605	Lactobacillus jensenii 115-3-CHN
575607	Lactobacillus jensenii SJ-7A-US
575606	Lactobacillus jensenii 27-2-CHN
575599	Lactobacillus fermentum 28-3-CHN
435842	Streptococcus sp. C150
563036	Streptococcus sp. C300
563037	Streptococcus sp. M143
563038	Streptococcus sp. M334
469585	Bacteroides sp. 1_1_14
469591	Parabacteroides sp. 20_3
457389	Bacteroides sp. 3_1_13
469593	Bacteroides sp. 3_1_40A
457390	Bacteroides sp. 3_1_23
620833	Fusobacterium periodonticum D10
9783	Elephas maximus
575611	Prevotella buccae D17
562972	Schaalia odontolytica C702
626369	Granulicatella elegans ATCC 700633
435832	Neisseria mucosa C102
435838	Staphylococcus capitis C87
435830	Actinomyces graevenitzii C83
564663	Leptotrichia goodfellowii D28
562973	Actinomyces viscosus C505
562981	Gemella haemolysans M341
1394105	Clostridiales bacterium ORNL_1OR_Ab51_62
1063	Rhodobacter sphaeroides
257977	Haplochromis chilotes
562971	Achromobacter xylosoxidans C54
1280	Staphylococcus aureus
668341	Mycobacterium tuberculosis 4783_04
668340	Mycobacterium tuberculosis 11821_03
668342	Mycobacterium tuberculosis 5444_04
593259	Mycobacterium tuberculosis 7604-2
593262	Mycobacterium tuberculosis 7904-2
593254	Mycobacterium tuberculosis 15304-3A
593260	Mycobacterium tuberculosis 7604-4
593263	Mycobacterium tuberculosis 8104-1C
593255	Mycobacterium tuberculosis 6404-1B
593264	Mycobacterium tuberculosis 8104-2A
593252	Mycobacterium tuberculosis 11105-3
593249	Mycobacterium tuberculosis 10403-7
593251	Mycobacterium tuberculosis 11105-2
593256	Mycobacterium tuberculosis 6404-3B
593246	Mycobacterium tuberculosis 10403-10
593245	Mycobacterium tuberculosis 10403-1
593250	Mycobacterium tuberculosis 10403-8
593247	Mycobacterium tuberculosis 10403-11
593248	Mycobacterium tuberculosis 10403-4
593257	Mycobacterium tuberculosis 6404-A1
593253	Mycobacterium tuberculosis 15304-1B
593258	Mycobacterium tuberculosis 7404-1
593261	Mycobacterium tuberculosis 7904-1
1391915	Sporothrix schenckii ATCC 58251
565665	Enterococcus faecium D344SRF
658663	Porphyromonas sp. 31_2
658665	Dorea sp. D27
1394066	Lachnospiraceae bacterium ORNL_2UT_Ab5152_144
656433	Escherichia coli TA054
1394069	Lachnospiraceae bacterium ORNL_2UT_Ab5152_148
1394067	Lachnospiraceae bacterium ORNL_2UT_Ab5152_145
1394068	Lachnospiraceae bacterium ORNL_2UT_Ab5152_147
1394072	Lachnospiraceae bacterium ORNL_2UT_Ab5152_151
1394073	Lachnospiraceae bacterium ORNL_2UT_Ab5152_152
1394071	Lachnospiraceae bacterium ORNL_2UT_Ab5152_150
1394070	Lachnospiraceae bacterium ORNL_2UT_Ab5152_149
336982	Mycobacterium tuberculosis F11
1394074	Lachnospiraceae bacterium ORNL_2UT_Ab5152_155
478435	Mycobacterium tuberculosis KZN 605
675515	Mycobacterium tuberculosis SUMu004
675517	Mycobacterium tuberculosis SUMu006
675523	Mycobacterium tuberculosis SUMu012
675516	Mycobacterium tuberculosis SUMu005
675522	Mycobacterium tuberculosis SUMu011
675513	Mycobacterium tuberculosis SUMu002
675518	Mycobacterium tuberculosis SUMu007
675519	Mycobacterium tuberculosis SUMu008
675520	Mycobacterium tuberculosis SUMu009
675521	Mycobacterium tuberculosis SUMu010
675514	Mycobacterium tuberculosis SUMu003
675512	Mycobacterium tuberculosis SUMu001
329	Ralstonia pickettii
450746	Coprobacillus sp. 8_1_38FAA
658659	Erysipelotrichaceae bacterium 3_1_53
457415	Synergistes sp. 3_1_syn1
658656	Lachnospiraceae bacterium 6_1_37FAA
658429	Pseudogymnoascus destructans 20631-21
664262	Puccinia triticina PRTUS35
658662	Parabacteroides sp. D26
687449	Mycobacterium tuberculosis KL2849
687448	Mycobacterium tuberculosis KL2827
687447	Mycobacterium tuberculosis KL2826
687445	Mycobacterium tuberculosis KL2803
687444	Mycobacterium tuberculosis KL2802
687443	Mycobacterium tuberculosis KL2801
687446	Mycobacterium tuberculosis KL2825
687451	Mycobacterium tuberculosis KL2851
687452	Mycobacterium tuberculosis MC2_6020
687450	Mycobacterium tuberculosis KL2850
461836	Thecamonas trahens ATCC 50062
658080	Ralstonia sp. 5_2_56FAA
665950	Lachnospiraceae bacterium 3_1_46FAA
679200	Johnsonella ignava ATCC 51276
658661	Parabacteroides sp. D25
679201	Selenomonas infelix ATCC 43532
693991	Fusobacterium nucleatum subsp. polymorphum F0401
469597	Coprobacillus sp. 8_2_54BFAA
664263	Puccinia triticina Race 161
664264	Puccinia triticina Race 9
665943	Eggerthella sp. 1_3_56FAA
665951	Lachnospiraceae bacterium 8_1_57FAA
457397	Clostridium sp. 1_1_41A1FAA
679198	Aggregatibacter aphrophilus F0387
665952	Bacillus smithii 7_3_47FAA
679197	Segniliparus rugosus ATCC BAA-974
699187	Treponema denticola F0402
562982	Gemella morbillorum M424
665953	Bacteroides eggerthii 1_2_48FAA
660025	Fusarium oxysporum Fo5176
660026	Fusarium oxysporum Fov24500
655981	Pseudogymnoascus destructans
685970	Plasmodium falciparum ML-14
660029	Fusarium oxysporum NRRL 32931
660027	Fusarium oxysporum Fo47
660030	Fusarium oxysporum 247
660028	Fusarium oxysporum MN25
660031	Fusarium oxysporum PHW808
660036	Fusarium oxysporum NRRL 25433
660033	Fusarium oxysporum PHW815
660034	Fusarium oxysporum II5
660037	Fusarium oxysporum FOL 4287
660032	Fusarium oxysporum CL57
660035	Fusarium oxysporum NRRL 26406
1394076	Lachnospiraceae bacterium ORNL_2UT_Ab5152_158
562983	Gemella sanguinis M325
626361	Puccinia graminis f. sp. tritici 07KEN 24-4
626362	Puccinia graminis f. sp. tritici 06YEM 34-1
626360	Puccinia graminis f. sp. tritici 06KEN-19-V-3
1073362	Eikenella corrodens CC92I
2046349	Cryptococcus sp. (in: Fungi)
665958	Bacillus sp. BT1B_CT2
665940	Clostridium sp. 7_3_54FAA
147802	Lactobacillus iners
665944	Klebsiella sp. 4_1_44FAA
742765	Dorea formicigenerans 4_6_53AFAA
457408	Phascolarctobacterium sp. 3_1syn4
457393	Bacteroides sp. 4_1_36
105841	Anaerostipes caccae
1220926	Mucor circinelloides 1006PhL
1125694	Proteus mirabilis WGLW6
1203571	Propionibacterium sp. HGH0353
1203546	Klebsiella pneumoniae subsp. pneumoniae WGLW3
1203547	Klebsiella pneumoniae subsp. pneumoniae WGLW5
1073350	Atopobium parvulum CC14Z
665957	Bacillus sp. 7_6_55CFAA_CT2
103449	Vavraia culicis
1394077	Lachnospiraceae bacterium ORNL_2UT_Ab5152_159
1394078	Lachnospiraceae bacterium ORNL_2UT_Ab5152_160
742738	Flavonifractor plautii 1_3_50AFAA
742731	[Clostridium] aldenense WAL-18727
742732	[Clostridium] bolteae WAL-14578
944018	Nematocida sp. 1 ERTm2
1394079	Lachnospiraceae bacterium ORNL_2UT_Ab5152_161
742736	[Clostridium] clostridioforme WAL-7855
1165861	Puccinia striiformis f. sp. tritici PST-78
3827	Cicer arietinum
1351	Enterococcus faecalis
1423	Bacillus subtilis
749907	sediment metagenome
70536	Edhazardia aedis
1107510	Plasmodium falciparum SenT151.09
1107498	Plasmodium falciparum SenT086.09
1107504	Plasmodium falciparum SenT128.09
1107502	Plasmodium falciparum SenT123.09
1107495	Plasmodium falciparum SenT021.09
1107508	Plasmodium falciparum SenT148.09
1107500	Plasmodium falciparum SenT111.09
1107507	Plasmodium falciparum SenT142.09
1107512	Plasmodium falciparum SenT166.09
1107499	Plasmodium falciparum SenT090.09
1107509	Plasmodium falciparum SenT149.09
1107494	Plasmodium falciparum SenT002.09
1107493	Plasmodium falciparum SenT032.09
1107501	Plasmodium falciparum SenT112.09
457404	Fusobacterium ulcerans 12-1B
3343	Pinus lambertiana
563033	Rothia mucilaginosa M508
742768	Eggerthella lenta 1_1_60AFAA
742823	Sutterella wadsworthensis 2_1_59BFAA
665959	Bacillus sp. 2_A_57_CT2
742821	Sutterella wadsworthensis 3_1_45B
742722	Collinsella sp. 4_8_47FAA
665942	Desulfovibrio sp. 6_1_46AFAA
742733	[Clostridium] citroniae WAL-17108
742734	[Clostridium] citroniae WAL-19142
872627	Streptococcus pyogenes MGAS10400
872628	Streptococcus pyogenes MGAS10396
872629	Streptococcus pyogenes MGAS10747
872630	Streptococcus pyogenes MGAS9254
872635	Streptococcus pyogenes MGAS9928
872636	Streptococcus pyogenes MGAS9932
872637	Streptococcus pyogenes MGAS9939
872638	Streptococcus pyogenes MGAS9944
872670	Streptococcus pyogenes MGAS16470
872667	Streptococcus pyogenes MGAS15209
872668	Streptococcus pyogenes MGAS15211
872669	Streptococcus pyogenes MGAS15213
872660	Streptococcus pyogenes MGAS15186
872661	Streptococcus pyogenes MGAS15189
872662	Streptococcus pyogenes MGAS15191
872659	Streptococcus pyogenes MGAS15064
872651	Streptococcus pyogenes MGAS15039
872652	Streptococcus pyogenes MGAS15042
872653	Streptococcus pyogenes MGAS15046
872654	Streptococcus pyogenes MGAS15048
872645	Streptococcus pyogenes MGAS15020
872646	Streptococcus pyogenes MGAS15023
872643	Streptococcus pyogenes MGAS15010
872644	Streptococcus pyogenes MGAS15012
872631	Streptococcus pyogenes MGAS9885
872632	Streptococcus pyogenes MGAS9894
872633	Streptococcus pyogenes MGAS9910
872634	Streptococcus pyogenes MGAS9922
872639	Streptococcus pyogenes MGAS9948
827640	Hymenoptera sp. BOLD:AAH0848
872641	Streptococcus pyogenes MGAS9954
872671	Streptococcus pyogenes MGAS16472
872672	Streptococcus pyogenes MGAS16474
872673	Streptococcus pyogenes MGAS16476
872674	Streptococcus pyogenes MGAS16478
872665	Streptococcus pyogenes MGAS15199
872666	Streptococcus pyogenes MGAS15202
872663	Streptococcus pyogenes MGAS15194
872664	Streptococcus pyogenes MGAS15197
872655	Streptococcus pyogenes MGAS15052
872656	Streptococcus pyogenes MGAS15055
872657	Streptococcus pyogenes MGAS15059
872658	Streptococcus pyogenes MGAS15062
872650	Streptococcus pyogenes MGAS15037
872647	Streptococcus pyogenes MGAS15026
872648	Streptococcus pyogenes MGAS15031
872649	Streptococcus pyogenes MGAS15033
872642	Streptococcus pyogenes MGAS15007
181804	Nitella hyalina
96477	Chaetosphaeridium globosum
102169	Penium margaritaceum
3175	Klebsormidium flaccidum
3144	Chlorokybus atmophyticus
509191	Hungateiclostridium cellulolyticum CD2
596151	Desulfovibrio fructosivorans JJ
762903	Pseudopedobacter saltans DSM 12145
765177	Desulfurococcus mucosus DSM 2162
756272	Rubinisphaera brasiliensis DSM 5305
572479	Halanaerobium praevalens DSM 2228
8023	Oncorhynchus nerka
263	Francisella tularensis
58029	Cephalotaxus harringtonia
3382	Gnetum gnemon
6737	Panulirus argus
6850	Limulus polyphemus
154625	Elysia timida
259542	Plakobranchus ocellatus
114741	Dolabrifera dolabrifera
875056	Staphylococcus aureus 1185
876085	Staphylococcus aureus 9549
875054	Staphylococcus aureus 9376
875055	Staphylococcus aureus 2674
875045	Staphylococcus aureus Ca11
875057	Staphylococcus aureus subsp. aureus 923
875044	Staphylococcus aureus Q2352
875052	Staphylococcus aureus VRS2
875053	Staphylococcus aureus VRS3
875060	Staphylococcus aureus 9750
875051	Staphylococcus aureus VRS1
875059	Staphylococcus aureus 9730
875064	Staphylococcus aureus 11578
875065	Staphylococcus aureus 13205
875063	Staphylococcus aureus 9636
875067	Staphylococcus aureus 5343
875070	Staphylococcus aureus COLVA
192222	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
869683	Escherichia coli 96.154
869684	Escherichia coli 5.0959
869690	Escherichia coli 2.4168
278958	Opitutaceae bacterium TAV3
693661	Archaeoglobus veneficus SNP6
1140	Synechococcus elongatus PCC 7942 = FACHB-805
869213	Saccharicrinis fermentans DSM 9555 = JCM 21142
869211	Spirochaeta thermophila DSM 6578
868129	Prevotella bivia DSM 20514
595537	Variovorax paradoxus EPS
858649	Lactobacillus crispatus EX849587VC01
880524	Streptococcus pneumoniae Menzies17
880525	Streptococcus pneumoniae WU2
6819	Euphausia superba
129358	Phytophthora phaseoli
875046	Staphylococcus aureus ca05
875047	Staphylococcus aureus Q2286
875048	Staphylococcus aureus 10243
875049	Staphylococcus aureus 2145
875050	Staphylococcus aureus Q2355
875058	Staphylococcus aureus 3572
875061	Staphylococcus aureus 5319
875062	Staphylococcus aureus 10329
123597	Cedrus atlantica
875066	Staphylococcus aureus 1135
875069	Staphylococcus aureus 11506
46836	Pinus palustris
234	Brucella
58043	Podocarpus macrophyllus
28979	Sciadopitys verticillata
4097	Nicotiana tabacum
4096	Nicotiana sylvestris
4098	Nicotiana tomentosiformis
582868	Ampullaceana balthica
28980	Sequoia sempervirens
25629	Taxus baccata
44015	Glycine tomentella
713886	Glycine syndetika
82538	Glycine dolichocarpa
5334	Schizophyllum commune
50998	Distylium racemosum
526979	Bacillus cereus 95/8201
3357	Pseudotsuga menziesii
